model,split,metric_of_interest,primary,accuracy,bacc,macro_f1,auroc,auroc_per_class,log_loss,brier,ece,sensitivity,specificity
SVC,train,auroc,0.9998152063725546,0.9931432394012877,0.9946509630134689,0.9938800847069349,0.9998152063725546,0.99997;1.0;1.0;0.99892;1.0;0.9998;0.99983;1.0,0.027736389833187734,0.010720640220100547,0.007760905158894702,0.99765;0.99862;0.99908;0.97976;1.0;0.99496;0.98712;1.0,0.99946;0.9999;0.99991;0.99628;1.0;0.99799;0.99844;1.0
SVC,val,auroc,0.9989281184715108,0.9684579439252337,0.9692418081982849,0.9663465644015352,0.9989281184715108,0.99961;1.0;0.99876;0.9951;0.99989;0.99873;0.99933;0.99999,0.09235407900981608,0.047572100377924836,0.006058889686408724,0.97541;0.99679;0.94194;0.91724;0.9918;0.96503;0.96997;0.99574,0.99623;1.0;0.99615;0.98594;0.99686;0.99299;0.99637;0.99932
SVC,test,auroc,0.9985715128694825,0.9698918444899153,0.9671862141922927,0.9683459546611872,0.9985715128694825,0.99924;0.99969;0.99856;0.99608;0.99961;0.9975;0.9979;1.0,0.09126397508372422,0.04314377784069426,0.0067228608770574854,0.96721;0.99679;0.9582;0.93955;0.97531;0.92958;0.97297;0.99787,0.9978;0.99928;0.99904;0.98346;0.99748;0.99458;0.9931;1.0
RF,train,auroc,0.9999442315354735,0.993728572623129,0.9944674803597797,0.9939482028358596,0.9999442315354735,0.99999;1.0;0.99994;0.99982;0.99998;0.99988;0.99994;1.0,0.1025586961724645,0.03594748229273203,0.0778713967521696,0.99765;0.99954;0.99263;0.98569;0.99764;0.99496;0.98884;0.99878,0.99964;0.9999;0.99926;0.99678;0.99964;0.99872;0.99896;0.99981
RF,val,auroc,0.99890329245932,0.9713785046728972,0.9712599469036493,0.9696747503309158,0.99890329245932,0.99974;1.0;0.99869;0.99523;0.99972;0.99843;0.99943;0.99999,0.1526928036753213,0.06565301276468645,0.07580108443660313,0.9918;1.0;0.95484;0.91379;0.98361;0.94406;0.98198;1.0,0.99748;1.0;0.99679;0.98805;0.99748;0.99363;0.9942;0.99932
RF,test,auroc,0.9984049290728241,0.9687225957322421,0.9652716699279849,0.9667209955397897,0.9984049290728241,0.99959;0.99973;0.99891;0.99471;0.99962;0.99679;0.9979;1.0,0.17440919982652117,0.07078480622807963,0.08048895987249942,0.96311;1.0;0.93248;0.9361;0.98354;0.9331;0.97598;0.99787,0.99717;0.99964;0.99807;0.9803;0.99748;0.99586;0.99492;1.0
LR,train,auroc,0.9989490814140685,0.9699807676227109,0.9711858070168836,0.9678251186501804,0.9989490814140685,0.99973;1.0;0.99964;0.99548;0.99983;0.9975;0.99945;0.99998,0.09238614180205594,0.04701327033786204,0.016945558268847076,0.98592;0.99817;0.98433;0.9077;0.98115;0.94058;0.97468;0.99696,0.99649;0.9999;0.99687;0.98872;0.99829;0.9896;0.99595;0.9999
LR,val,auroc,0.9984266227599958,0.9620327102803738,0.966484334874928,0.95883715643534,0.9984266227599958,0.9995;1.0;0.99902;0.99305;0.99955;0.99685;0.99945;0.99999,0.11665831214193399,0.05878411739761898,0.00934356296748929,0.9918;0.99679;0.96774;0.85517;0.98361;0.96503;0.97598;0.99574,0.99371;1.0;0.99358;0.99086;0.9956;0.98917;0.99492;0.99932
LR,test,auroc,0.9983369632881514,0.9637532885121309,0.9636705333809144,0.9593357067683236,0.9983369632881514,0.99967;0.99969;0.9988;0.99492;0.99945;0.99622;0.99796;1.0,0.10803812044966066,0.052694521383979294,0.013564301774837865,0.97951;0.9984;0.95177;0.89119;0.97942;0.9331;0.97598;1.0,0.99528;0.99964;0.99646;0.98909;0.99622;0.98693;0.99528;1.0
