epoch,loss,val_loss,accuracy,val_accuracy,balanced_accuracy,val_balanced_accuracy
0,2.414174008550876,2.414735521709693,0.05864992332397789,0.05207209983053459,0.0734319535133968,0.07435797707368007
1,0.36127676020369187,0.07559938759858226,0.897688145597639,0.9755045447542752,0.8912180852804603,0.9808778950058826
2,0.04301914320317398,0.03470280007827247,0.98666126558838,0.9885995994453859,0.9864249170764539,0.9895520983383151
3,0.019589321723980733,0.04355256653492264,0.9937212464917103,0.9850562317054383,0.9937623490795826,0.9869414681059694
4,0.013972302516599257,0.033520471365777155,0.9961227973727612,0.9887536589123401,0.995511898466355,0.9916926008462997
5,0.009136056395939098,0.048038265731416965,0.9970776308555886,0.985518410106301,0.99696749991977,0.9892151117359966
6,0.007637091890043853,0.026333184796295792,0.9972512369433755,0.9901401941149284,0.9974681881389383,0.9927146748705837
7,0.009630174864488706,0.03005297224009658,0.9974248430311623,0.9879833615775689,0.9972241106312348,0.9919050600375555
8,0.00609421892376895,0.03424958119427427,0.998148201730274,0.9879833615775689,0.9981744718577835,0.989334079963765
9,0.007065737138422455,0.04423984857725172,0.998090333034345,0.9841318749037128,0.9978535346971558,0.9884109412092674
10,0.004755738878595219,0.04440674501435495,0.9987558230375279,0.9839778154367586,0.998856316197098,0.9889179446851379
11,0.003957331527315753,0.03808818089423787,0.9988426260814213,0.9864427669080265,0.9989652551634527,0.9898305242098583
12,0.007680871570616239,0.045229549896063266,0.9982060704262029,0.9822831613002619,0.9978628744832817,0.9876594170169806
13,0.007661164492021187,0.02596459968676703,0.997772055206736,0.9887536589123401,0.997738705453767,0.9913163457494225
14,0.005573580728250484,0.03714945390341283,0.9985243482538121,0.987367123709752,0.9984019839111454,0.9916458092246405
15,0.004201252221962422,0.045575250806483496,0.99864008564567,0.9847481127715298,0.9984772796728578,0.9896607779288441
16,0.003416707055839215,0.059058757572608596,0.9988136917334568,0.9793560314281312,0.9986868972412264,0.9852152676017898
17,0.004310849703051694,0.054461922902316016,0.9989583634732792,0.9827453397011247,0.9987555059262927,0.9884432295416802
18,0.0020214201795940604,0.044928835073614816,0.9993055756488528,0.984285934370667,0.999314724976058,0.9887386577606808
19,0.006087566768216832,0.052615803726530554,0.9979745956424872,0.9869049453088893,0.9978035400346624,0.9909934889755155
20,0.0031521247925889967,0.032987280512044095,0.9988426260814213,0.9872130642427978,0.9989721129432751,0.9907684855673956
21,0.0038717503657325282,0.022796682461618718,0.99864008564567,0.9915267293175165,0.9985808751287866,0.9939344956170348
22,0.002783018637058138,0.02724364355388421,0.999131969561066,0.9907564319827453,0.9991237322389435,0.9925989852205686
23,0.002653605885626818,0.02739688331550244,0.9992477069529239,0.9882914805114774,0.9992791672183903,0.9918853618085023
24,0.0028644068869962745,0.035262514345670425,0.9993345099968172,0.989215837313203,0.999331113980762,0.9921574012282552
25,0.006591265105088963,0.036333531031950084,0.9982060704262029,0.9882914805114774,0.9979813576337424,0.9907932728652539
26,0.002414190050103156,0.030471712387575976,0.9991898382569949,0.989215837313203,0.9991728081336663,0.9928048131856003
27,0.0058950883292737686,0.041777877249552516,0.9983507421660253,0.9853643506393468,0.9982852237237894,0.9884176892414398
28,0.0026173106956281305,0.03256700907626834,0.9990451665171726,0.9875211831767062,0.9991551136319733,0.9899816831919477
29,0.0031439640357502304,0.02194498727197682,0.9990162321692081,0.9901401941149284,0.999098839920297,0.9927526999706822
30,0.004542676729006838,0.06843550180999969,0.9985243482538121,0.9815128639654906,0.9985814709367605,0.9844518728023531
