epoch,loss,val_loss,accuracy,val_accuracy,balanced_accuracy,val_balanced_accuracy
0,2.31338835621829,2.28364822129223,0.168826824985367,0.154789719626168,0.147995031702884,0.156803625274171
1,0.324222444169686,0.0804816665493439,0.897733924241157,0.963785046728972,0.898172335042926,0.971147854941608
2,0.0722695385714978,0.0335237402642999,0.974830671460825,0.985981308411215,0.975426810721246,0.988414583411757
3,0.0488755275375499,0.0584936783274758,0.983025336566603,0.980140186915888,0.98456198048901,0.984792599447772
4,0.0435169752323066,0.06222359550612,0.98394514591521,0.970210280373832,0.984765349785695,0.977409354133492
5,0.0361070229111731,0.0255967206626295,0.986035621707501,0.990070093457944,0.987324020468572,0.992618936153419
6,0.0295578609637711,0.0399908677579087,0.990300192323773,0.983060747663551,0.991282304438699,0.988223568395982
7,0.0272245457054346,0.0341254523563608,0.989045906848399,0.988317757009346,0.990085385956018,0.989846094241233
8,0.0253541759253533,0.0615676008164883,0.991805334894222,0.973714953271028,0.991932832851361,0.979896257969117
9,0.0203421886277364,0.0403231336761301,0.993143239401288,0.981892523364486,0.993756275608864,0.985436488107489
10,0.0184564206101504,0.0359753736547221,0.993226858432979,0.985397196261682,0.994124855836696,0.986986047931497
11,0.0186197277918883,0.0317967544858144,0.993477715528054,0.98481308411215,0.994112204457299,0.988156507931324
12,0.0146244091955196,0.0229888692602654,0.994982858098503,0.989485981308411,0.995392847017297,0.991650005096868
13,0.0150468164438098,0.0304112482084849,0.994481143908354,0.987733644859813,0.994722221174462,0.990076289700873
14,0.0148803849274453,0.0324787754112872,0.994564762940045,0.98714953271028,0.994749514316167,0.98910286076582
15,0.0134730535001061,0.0409589649012713,0.99481562003512,0.985397196261682,0.995382595940367,0.987329836261938
16,0.0150036508380916,0.0379866147500889,0.994481143908354,0.985397196261682,0.995480836921066,0.98883670564705
17,0.0147897806772433,0.0242878590649534,0.994982858098503,0.990070093457944,0.995239821991664,0.992674595260802
18,0.0101103922184955,0.0320706198984217,0.996488000668952,0.98714953271028,0.996519204438869,0.989977028394715
19,0.00980123474740387,0.029292743304901,0.996404381637261,0.988317757009346,0.996929422306127,0.990894756467615
20,0.00814790323605846,0.0368036475972595,0.997324190985868,0.986565420560748,0.997676372417704,0.989012595216665
21,0.00526584236007317,0.032542547036972,0.998662095492934,0.988901869158879,0.998539747163071,0.990514096718167
22,0.0136676948344364,0.0443601422011852,0.995735429383728,0.984228971962617,0.996163873622932,0.987727050798496
23,0.00996167281170159,0.036047365203082,0.996571619700644,0.985981308411215,0.996759440423088,0.987965416791957
24,0.00675288190655096,0.028939969411172,0.998076762271093,0.987733644859813,0.99820750418541,0.990577356610426
25,0.00868180784371829,0.0453350131408634,0.997324190985868,0.985981308411215,0.997462354347161,0.988303265196991
26,0.0116700943910942,0.022035761631886,0.995568191320345,0.988901869158879,0.9960806416468,0.990126664434183
27,0.00774962229391594,0.0326078802556078,0.997240571954177,0.985981308411215,0.997550373772181,0.988492875561841
28,0.0110512813258464,0.0878679607516137,0.995150096161886,0.974883177570094,0.995512576751997,0.978604108031899
29,0.00847291111752506,0.0485306446240327,0.996320762605569,0.980724299065421,0.99684042485687,0.984200867282764
30,0.010655186650928,0.0352537924267143,0.996404381637261,0.985981308411215,0.996590638992799,0.987962739402465
