model,split,metric_of_interest,primary,accuracy,bacc,macro_f1,auroc,auroc_per_class,log_loss,brier,ece,sensitivity,specificity
SVC,train,macro_f1,0.9798337373030735,0.9799657762567225,0.9803491060408542,0.9798337373030735,0.9995997610985144,1.0;1.0;0.99959;1.0;0.99959;0.99953;0.99948;0.99877;0.99945,0.05860311174311413,0.02880748206722902,0.005905139635837747,0.9984;0.99989;0.97162;0.99788;0.98051;0.9638;0.96716;0.96894;0.97493,0.99996;1.0;0.99745;1.0;0.99702;0.99838;0.99694;0.99171;0.99601
SVC,val,macro_f1,0.967922315145628,0.9687125149940023,0.9686780581034632,0.967922315145628,0.9988240908617763,0.99999;0.99994;0.99806;0.99999;0.99756;0.99917;0.99836;0.99792;0.99843,0.09802807430817399,0.04690524227449871,0.004968201099473997,0.99232;0.99716;0.96267;0.99394;0.96854;0.95421;0.94299;0.94258;0.96369,0.99944;0.99955;0.99514;0.99955;0.99408;0.99723;0.99386;0.99152;0.99452
SVC,test,macro_f1,0.895822842854086,0.9188022284122562,0.8979277854258918,0.895822842854086,0.992791215632078,0.99882;1.0;0.99445;0.99962;0.9983;0.98769;0.99263;0.97;0.9936,0.24603153904897124,0.11949141086659221,0.01731655279949463,0.94469;1.0;0.90265;0.97003;0.97101;0.76351;0.87449;0.71496;0.93998,0.99863;1.0;0.98962;0.99756;0.99561;0.9833;0.98928;0.9821;0.97293
RF,train,macro_f1,0.9932852707910647,0.9933330370238678,0.993492751141389,0.9932852707910647,0.9999427725029574,1.0;1.0;0.99996;1.0;0.99994;0.99995;0.99992;0.99981;0.99991,0.10390682256075848,0.03496533581324075,0.0790936459788121,0.99915;0.99968;0.99064;0.99798;0.99238;0.98818;0.99087;0.99117;0.99139,0.99969;0.99991;0.99941;0.99986;0.99893;0.99938;0.99901;0.99764;0.99866
RF,val,macro_f1,0.9444235528826732,0.9461215513794482,0.9446086131728311,0.9444235528826732,0.9972043847419181,0.99987;0.99995;0.997;0.99991;0.99541;0.99701;0.99555;0.9936;0.99652,0.22312616340622418,0.1010258815178641,0.08182281276853584,0.98943;0.99622;0.92795;0.98616;0.93371;0.94239;0.88369;0.89569;0.94623,0.99844;0.99899;0.99254;0.99943;0.98914;0.99283;0.99069;0.98895;0.98833
RF,test,macro_f1,0.8679823877626865,0.8955431754874652,0.8772089180225531,0.8679823877626865,0.9901338289135114,0.99926;1.0;0.99442;0.99933;0.99834;0.9799;0.99324;0.95448;0.99224,0.3607391784794307,0.17535831555356518,0.10093481386103975,0.89761;1.0;0.9292;0.97634;0.94976;0.69932;0.88259;0.64846;0.9116,0.99812;0.99921;0.98714;0.9971;0.99561;0.96979;0.98742;0.96923;0.98117
LR,train,macro_f1,0.9602977517656969,0.9608204809102627,0.9610515720088497,0.9602977517656969,0.9984967720236158,0.99999;0.99999;0.99765;0.99996;0.99848;0.99827;0.99806;0.99572;0.99836,0.12355782297968196,0.0613745188288711,0.01906609891350107,0.99573;0.99779;0.94469;0.99269;0.95716;0.94484;0.94129;0.92277;0.9525,0.99945;0.99949;0.99326;0.99954;0.99395;0.9948;0.99329;0.98842;0.99375
LR,val,macro_f1,0.9562968344240412,0.9574170331867253,0.9569419712586128,0.9562968344240412,0.9982577415269139,0.99996;0.99998;0.99696;0.99997;0.99749;0.9982;0.99772;0.99624;0.99781,0.13184159985183733,0.06473820187144848,0.015161209130879526,0.99039;0.99622;0.95226;0.99048;0.94494;0.94756;0.92702;0.91388;0.94972,0.99877;0.99966;0.99153;0.99955;0.99276;0.99457;0.99145;0.99051;0.99335
LR,test,macro_f1,0.8927690297679484,0.9183844011142062,0.8950839256392463,0.8927690297679484,0.9841235632314473,0.99919;1.0;0.98481;0.99957;0.99395;0.92664;0.99573;0.96264;0.99457,0.3543328984287186,0.1283968175856749,0.013353387178791502,0.95815;1.0;0.88201;0.9653;0.94879;0.79899;0.93117;0.65083;0.92052,0.99692;0.99826;0.98772;0.99679;0.98356;0.98421;0.98742;0.98639;0.98756
