model,split,metric_of_interest,primary,accuracy,bacc,macro_f1,auroc,auroc_per_class,log_loss,brier,ece,sensitivity,specificity
SVC,train,macro_f1,0.9650529195888117,0.9657095870927597,0.9659721424463852,0.9650529195888117,0.9988489252148436,0.99999;1.0;0.99871;0.99997;0.99894;0.99885;0.99788;0.99689;0.99841,0.10038836521950793,0.0496362201968506,0.00759560297225151,0.99637;0.99947;0.95994;0.99404;0.9649;0.94837;0.93584;0.94224;0.95258,0.99985;0.99999;0.99563;0.99992;0.99446;0.99688;0.99233;0.98887;0.99358
SVC,val,macro_f1,0.9519230025790405,0.9533186725309876,0.9528489341655648,0.9519230025790405,0.9979540506824434,0.99994;0.99994;0.99696;0.99995;0.9967;0.99856;0.9967;0.99596;0.99689,0.137277204581784,0.06691702745970897,0.006183040504335661,0.99039;0.99622;0.94965;0.98789;0.94494;0.94387;0.90764;0.91579;0.93925,0.999;0.99933;0.99288;0.99943;0.99232;0.99595;0.98839;0.98906;0.99125
SVC,test,macro_f1,0.8753454842410058,0.8997214484679665,0.8828248104851415,0.8753454842410058,0.9894299989313549,0.99418;1.0;0.99264;0.99875;0.99461;0.98317;0.9903;0.95967;0.99155,0.3177594880124295,0.1471088650608104,0.02122907114667773,0.92526;1.0;0.90855;0.96215;0.91014;0.75338;0.88394;0.69121;0.91079,0.99795;0.99984;0.98816;0.9971;0.9917;0.98087;0.98323;0.96997;0.97999
RF,train,macro_f1,0.992323955373357,0.9925107782568114,0.9926301660293645,0.992323955373357,0.9999360368347365,1.0;1.0;0.99995;1.0;0.99993;0.99995;0.99989;0.99984;0.99988,0.11334431091951583,0.03944995940499568,0.08555937228359686,0.99872;0.99979;0.99015;0.99721;0.99126;0.98925;0.98821;0.99011;0.98898,0.99968;0.99986;0.99936;0.99982;0.99851;0.9994;0.99839;0.99788;0.9987
RF,val,macro_f1,0.936369491126372,0.9379248300679728,0.9366677558603457,0.936369491126372,0.996660832706367,0.9999;0.99995;0.99636;0.99985;0.99492;0.99679;0.99431;0.99235;0.99553,0.2392308890754557,0.11128603766180285,0.08014104378456358,0.98751;0.99716;0.9184;0.98183;0.92697;0.93131;0.86887;0.88708;0.93087,0.99833;0.99899;0.99051;0.99876;0.98914;0.99145;0.98904;0.98683;0.98705
RF,test,macro_f1,0.8678273850832786,0.8955431754874652,0.8763999879485367,0.8678273850832786,0.9899280197457241,0.99895;1.0;0.9939;0.99937;0.99697;0.98011;0.99221;0.95526;0.99257,0.3768528051499881,0.1814530927137577,0.10526516698258467,0.91704;1.0;0.92625;0.97161;0.90725;0.73311;0.88799;0.62708;0.91727,0.99795;0.99826;0.98714;0.99756;0.99544;0.97328;0.98711;0.9676;0.98033
LR,train,macro_f1,0.9222615296198607,0.9239855104671318,0.9233629738605295,0.9222615296198607,0.9950338263017304,0.99989;0.99987;0.99253;0.99984;0.99436;0.99488;0.99113;0.98801;0.9948,0.22749449376447511,0.11478295426017303,0.015752191035834556,0.98996;0.98917;0.89739;0.98692;0.90382;0.90576;0.87066;0.85629;0.91028,0.99846;0.99858;0.98752;0.99891;0.98773;0.98963;0.98442;0.98129;0.98804
LR,val,macro_f1,0.9238488329651174,0.9257297081167533,0.9249699344381265,0.9238488329651174,0.995282674037361,0.99981;0.99983;0.99313;0.99987;0.99404;0.99451;0.99171;0.99002;0.99462,0.22495489118336173,0.11242916441037411,0.016993079804101884,0.98367;0.98297;0.91319;0.98356;0.91236;0.90916;0.86317;0.86603;0.91061,0.9981;0.99776;0.98723;0.99808;0.98683;0.99029;0.98554;0.98404;0.98868
LR,test,macro_f1,0.8624196962371141,0.8894150417827298,0.8710812121200392,0.8624196962371141,0.9839499970561216,0.99853;1.0;0.99441;0.99969;0.99347;0.9251;0.99005;0.96229;0.99202,0.3967169427003792,0.1635493727253286,0.006825728577459982,0.94021;1.0;0.9115;0.97476;0.91981;0.67399;0.89069;0.66746;0.86131,0.99726;0.99463;0.98553;0.9974;0.98568;0.98179;0.97515;0.975;0.9847
