model,split,metric_of_interest,primary,accuracy,bacc,macro_f1,auroc,auroc_per_class,log_loss,brier,ece,sensitivity,specificity
SVC,train,auroc,0.9995997610985144,0.9799657762567225,0.9803491060408542,0.9798337373030735,0.9995997610985144,1.0;1.0;0.99959;1.0;0.99959;0.99953;0.99948;0.99877;0.99945,0.05860311174311413,0.02880748206722902,0.005905139635837747,0.9984;0.99989;0.97162;0.99788;0.98051;0.9638;0.96716;0.96894;0.97493,0.99996;1.0;0.99745;1.0;0.99702;0.99838;0.99694;0.99171;0.99601
SVC,val,auroc,0.9988240908617763,0.9687125149940023,0.9686780581034632,0.967922315145628,0.9988240908617763,0.99999;0.99994;0.99806;0.99999;0.99756;0.99917;0.99836;0.99792;0.99843,0.09802807430817399,0.04690524227449871,0.004968201099473997,0.99232;0.99716;0.96267;0.99394;0.96854;0.95421;0.94299;0.94258;0.96369,0.99944;0.99955;0.99514;0.99955;0.99408;0.99723;0.99386;0.99152;0.99452
SVC,test,auroc,0.992791215632078,0.9188022284122562,0.8979277854258918,0.895822842854086,0.992791215632078,0.99882;1.0;0.99445;0.99962;0.9983;0.98769;0.99263;0.97;0.9936,0.24603153904897124,0.11949141086659221,0.01731655279949463,0.94469;1.0;0.90265;0.97003;0.97101;0.76351;0.87449;0.71496;0.93998,0.99863;1.0;0.98962;0.99756;0.99561;0.9833;0.98928;0.9821;0.97293
RF,train,auroc,0.9998780619373266,0.989210631583626,0.9893564385610222,0.9890422799880318,0.9998780619373266,0.99999;1.0;0.9999;0.99999;0.99985;0.99987;0.99985;0.99964;0.99981,0.12141209024454436,0.04366495788415606,0.08581078705647671,0.99786;0.99937;0.98533;0.99683;0.98901;0.98268;0.98187;0.985;0.98626,0.99953;0.99983;0.99905;0.99972;0.99793;0.99897;0.99826;0.99675;0.99785
RF,val,auroc,0.9971341701897303,0.9455217912834866,0.9440492336919657,0.9436840705960152,0.9971341701897303,0.99987;0.99995;0.99679;0.99991;0.99523;0.99695;0.99539;0.99348;0.99663,0.2277680985478685,0.10304797960936034,0.08407484206666024,0.98847;0.99527;0.93056;0.98616;0.93371;0.94313;0.88141;0.89569;0.94204,0.99844;0.99899;0.99221;0.99943;0.98859;0.99295;0.98981;0.98951;0.9888
RF,test,auroc,0.9900454161827683,0.8958217270194986,0.8772350759063369,0.8687405192529858,0.9900454161827683,0.99923;1.0;0.99423;0.99942;0.99829;0.98017;0.99311;0.95358;0.99237,0.3673990797194813,0.17771131998790587,0.10499588876753123,0.89462;1.0;0.92035;0.97792;0.95652;0.70608;0.87719;0.65083;0.9116,0.99795;0.99921;0.98801;0.99694;0.99512;0.96919;0.98711;0.97041;0.981
LR,train,auroc,0.9987041607937029,0.9637206098048802,0.9639770504436294,0.9632880084602723,0.9987041607937029,1.0;1.0;0.99803;0.99997;0.99875;0.99846;0.99836;0.99619;0.99858,0.11319174715431972,0.0565761175306095,0.016916006636492845,0.99669;0.99895;0.95019;0.995;0.96078;0.94746;0.94573;0.92554;0.95545,0.99965;0.9996;0.99368;0.99961;0.99455;0.99498;0.99383;0.98913;0.99416
LR,val,auroc,0.9983342098030616,0.95671731307477,0.9563137814978164,0.9555284305901517,0.9983342098030616,0.99997;0.99999;0.99724;0.99998;0.99759;0.99821;0.99789;0.99625;0.99787,0.12693204528980345,0.06280126749019503,0.011409979419842103,0.99135;0.99716;0.94792;0.99308;0.9382;0.9483;0.93044;0.91483;0.94553,0.999;0.99955;0.99221;0.99943;0.99232;0.99457;0.99113;0.98973;0.99347
LR,test,auroc,0.9831183364351838,0.9157381615598886,0.8932643122453637,0.8903356574633003,0.9831183364351838,0.99904;1.0;0.97976;0.99959;0.99358;0.92337;0.99559;0.9626;0.99453,0.38141706638029793,0.13106163502386178,0.012517511335610531,0.95366;1.0;0.88496;0.97003;0.94106;0.7973;0.92982;0.64608;0.91646,0.99641;0.99842;0.98743;0.9971;0.9847;0.98285;0.98727;0.9858;0.98588
